emp_no,first_name,last_name,gender,hire_date,salary,title,from_date,to_date
85489,Adas,Zwicker,M,1988-09-12,63977,Senior Staff,1988-09-12,9999-01-01
488928,Adel,Bazelow,M,1988-01-26,58425,Senior Staff,1995-01-26,9999-01-01
445314,Adel,Caine,M,1986-03-16,50639,Senior Engineer,1996-11-15,9999-01-01
271148,Adel,Czaja,M,1988-04-22,40000,Assistant Engineer,1999-05-31,9999-01-01
423916,Adel,Ecklund,F,1986-04-13,40000,Senior Staff,1986-04-13,9999-01-01
86906,Adel,Fiutem,F,1985-06-07,40433,Senior Engineer,1985-06-07,9999-01-01
435590,Adel,Hardjono,F,1988-11-13,40302,Senior Engineer,1997-12-26,9999-01-01
221990,Adel,Hiyoshi,M,1987-11-08,54446,Senior Engineer,1995-12-30,9999-01-01
73017,Adel,Iisaka,F,1987-08-06,59529,Engineer,2002-01-01,9999-01-01
109852,Adel,Kusakabe,F,1986-10-21,77482,Senior Staff,1991-07-10,9999-01-01
294288,Adel,Lyonns,F,1986-07-11,40000,Technique Leader,1997-07-04,9999-01-01
264717,Adel,McConalogue,F,1987-03-13,40000,Senior Engineer,2001-01-05,9999-01-01
248019,Adel,McDermid,M,1988-06-28,44341,Senior Staff,2002-02-25,9999-01-01
246467,Adel,Nations,M,1985-09-20,56408,Senior Engineer,1985-09-20,9999-01-01
291762,Adel,Paludetto,F,1985-11-30,40000,Senior Engineer,1985-11-30,9999-01-01
29507,Adel,Panwar,F,1988-10-05,58624,Senior Engineer,1996-10-05,9999-01-01
29659,Adel,Pokrovskii,F,1985-06-06,45464,Senior Staff,1991-06-06,9999-01-01
97918,Adel,Pollacia,F,1987-09-01,66931,Senior Staff,1993-08-31,9999-01-01
48185,Adel,Pusterhofer,M,1988-02-09,40000,Technique Leader,1988-02-09,9999-01-01
37814,Adel,Salvesen,M,1986-09-12,86781,Senior Staff,1995-09-12,9999-01-01
57377,Adel,Slobodova,F,1988-09-25,40000,Engineer,1995-08-15,9999-01-01
103558,Adel,Unni,M,1987-12-25,68004,Senior Staff,1992-12-24,9999-01-01
54407,Adhemar,Attimonelli,F,1985-09-24,75611,Senior Staff,1991-09-24,9999-01-01
483667,Adhemar,Baik,F,1988-07-24,40000,Senior Engineer,1995-07-25,9999-01-01
22953,Adhemar,Bashian,F,1988-09-12,43331,Senior Staff,1994-12-26,9999-01-01
294865,Adhemar,Dalphin,F,1988-09-26,40809,Senior Staff,1995-09-27,9999-01-01
208436,Adhemar,Denny,M,1987-08-26,63516,Senior Staff,1987-08-26,9999-01-01
92637,Adhemar,Denos,F,1988-09-10,57104,Senior Engineer,1999-03-26,9999-01-01
50953,Adhemar,Fiebach,M,1987-05-26,65699,Senior Engineer,1992-07-04,9999-01-01
230180,Adhemar,Kamble,F,1985-09-03,64416,Senior Engineer,1990-09-03,9999-01-01
292494,Adhemar,Kinley,M,1986-11-01,40000,Senior Engineer,1996-10-31,9999-01-01
205779,Adhemar,Kuhnemann,M,1987-08-17,72876,Senior Staff,1999-01-04,9999-01-01
242601,Adhemar,Kumaresan,M,1986-12-23,53736,Senior Engineer,1995-12-23,9999-01-01
490104,Adhemar,Lowrie,M,1987-10-08,78732,Staff,1998-02-26,9999-01-01
263202,Adhemar,Lyonns,M,1985-02-15,40000,Senior Staff,1992-09-14,9999-01-01
487422,Adhemar,Maksimenko,F,1988-01-21,81540,Technique Leader,1988-01-21,9999-01-01
434327,Adhemar,Middleton,M,1985-05-28,51612,Engineer,1998-06-09,9999-01-01
108251,Adhemar,Muhling,F,1987-01-07,53380,Engineer,1998-05-27,9999-01-01
417576,Adhemar,Murtagh,M,1986-06-06,84269,Senior Staff,1996-06-25,9999-01-01
28281,Adhemar,Oxenboll,M,1985-07-05,101359,Senior Staff,1998-12-05,9999-01-01
18020,Adhemar,Pelz,F,1986-03-31,40000,Senior Staff,1993-03-31,9999-01-01
106985,Adhemar,Pfau,F,1986-04-18,40000,Senior Engineer,1995-04-18,9999-01-01
426606,Adhemar,Range,M,1988-05-14,57683,Senior Staff,1996-05-19,9999-01-01
46470,Adhemar,Rassart,M,1987-06-18,40000,Technique Leader,1987-06-18,9999-01-01
220419,Adhemar,Seuren,M,1987-01-29,40000,Senior Engineer,1987-01-29,9999-01-01
417545,Adhemar,Trystram,F,1986-04-04,40000,Senior Engineer,1986-04-04,9999-01-01
489365,Adhemar,Validov,M,1986-06-05,58626,Senior Engineer,1993-06-05,9999-01-01
431078,Adib,Ananiadou,M,1987-07-01,73990,Senior Staff,1994-07-01,9999-01-01
63487,Adib,Badr,M,1988-10-16,51806,Senior Engineer,2000-05-21,9999-01-01
76760,Adib,Bale,M,1988-09-06,48303,Engineer,2002-02-04,9999-01-01
432402,Adib,Basagni,M,1986-05-20,43555,Senior Engineer,1999-09-21,9999-01-01
50102,Adib,Boudaillier,F,1988-09-09,40000,Engineer,1999-10-21,9999-01-01
17674,Adib,Braccini,M,1986-03-19,43044,Senior Engineer,1993-03-19,9999-01-01
461672,Adib,Cardazo,F,1987-09-18,40000,Senior Engineer,2000-09-04,9999-01-01
63638,Adib,Chepyzhov,F,1986-11-10,40000,Senior Staff,1992-11-09,9999-01-01
478037,Adib,Halevi,M,1986-03-05,52879,Senior Engineer,1993-03-05,9999-01-01
231959,Adib,Hatcliff,M,1985-04-12,66327,Senior Staff,2001-05-06,9999-01-01
487280,Adib,Hitomi,M,1988-05-15,40000,Senior Engineer,1999-01-14,9999-01-01
216230,Adib,Kabayashi,M,1986-12-16,54257,Technique Leader,1997-03-19,9999-01-01
431761,Adib,Kinley,F,1987-06-20,81278,Senior Staff,1994-06-20,9999-01-01
32849,Adib,Kornyak,M,1985-08-23,55787,Senior Engineer,1987-05-12,9999-01-01
83698,Adib,Krohn,M,1985-11-17,40000,Senior Staff,1985-11-17,9999-01-01
23204,Adib,Lieblein,F,1987-11-09,40000,Senior Staff,2001-08-26,9999-01-01
25037,Adib,Magliocco,F,1988-02-16,63524,Senior Engineer,1999-11-18,9999-01-01
246630,Adib,Markovitch,M,1985-06-08,69702,Engineer,2001-07-07,9999-01-01
457853,Adib,Morrey,M,1987-04-21,45544,Senior Engineer,1994-04-21,9999-01-01
429493,Adib,Motley,F,1988-11-22,40000,Senior Engineer,1999-03-17,9999-01-01
436585,Adib,Pargas,F,1985-03-12,62647,Senior Staff,1994-03-12,9999-01-01
202119,Adib,Passino,F,1988-05-07,57403,Senior Staff,1994-05-07,9999-01-01
11070,Adib,Raney,M,1985-07-24,40000,Senior Engineer,1991-07-24,9999-01-01
238149,Adib,Rothe,M,1985-08-22,42785,Senior Engineer,1995-10-25,9999-01-01
10718,Adib,Rullman,M,1988-07-21,75473,Senior Engineer,1997-07-21,9999-01-01
22794,Adib,Schiper,M,1988-11-03,40000,Senior Staff,1996-12-14,9999-01-01
285226,Adib,Schonegge,M,1988-04-09,40000,Senior Engineer,2000-09-18,9999-01-01
67989,Adib,Schwaller,M,1986-12-23,67666,Senior Staff,1993-12-23,9999-01-01
404850,Adib,Sevcikova,M,1986-11-29,40000,Senior Engineer,1993-11-29,9999-01-01
278280,Adib,Shiratori,M,1987-10-04,41063,Senior Staff,1995-10-04,9999-01-01
467011,Adib,Srimani,F,1987-01-22,76953,Senior Staff,1996-01-22,9999-01-01
266871,Adib,Tsukune,M,1986-09-27,46567,Senior Engineer,1992-09-26,9999-01-01
442550,Adib,Vadhan,M,1986-02-17,40000,Senior Engineer,1994-02-17,9999-01-01
404884,Adib,Yetim,F,1986-08-22,51045,Senior Engineer,2000-06-21,9999-01-01
466711,Adib,Zeidenstein,M,1986-12-24,40000,Senior Staff,1986-12-24,9999-01-01
427159,Adib,Zockler,M,1987-08-15,40000,Technique Leader,1987-08-15,9999-01-01
208020,Adil,Boudaillier,F,1987-03-16,40000,Senior Engineer,1993-06-30,9999-01-01
295651,Adil,Coombs,F,1985-08-14,54215,Senior Staff,1985-08-14,9999-01-01
11624,Adil,Gammage,M,1988-04-05,42001,Senior Engineer,1996-07-15,9999-01-01
266079,Adil,Ghemri,F,1986-02-08,40000,Senior Engineer,1993-02-08,9999-01-01
466279,Adil,Goodrum,F,1988-01-13,86419,Senior Staff,1995-03-24,9999-01-01
235658,Adil,Gyorkos,M,1987-06-28,57958,Senior Staff,1995-06-28,9999-01-01
258752,Adil,Jervis,F,1987-09-25,50527,Senior Staff,1993-09-24,9999-01-01
488168,Adil,Kenevan,M,1987-05-26,40000,Senior Engineer,2000-07-06,9999-01-01
247116,Adil,Lambe,F,1986-02-01,40000,Senior Engineer,1996-09-04,9999-01-01
477682,Adil,Miyakawa,M,1988-07-04,81498,Staff,1998-08-16,9999-01-01
238155,Adil,Nittel,M,1987-05-08,50513,Engineer,1997-10-31,9999-01-01
14906,Adil,Parveen,F,1987-12-11,54758,Senior Staff,1996-12-10,9999-01-01
258831,Adil,Perin,M,1985-06-02,64905,Senior Staff,1991-06-02,9999-01-01
206604,Adil,Rajala,F,1986-08-08,66204,Senior Engineer,1992-12-14,9999-01-01
237175,Adil,Reutenauer,F,1987-12-14,53992,Senior Staff,1994-12-14,9999-01-01
26315,Adil,Schnabel,M,1985-07-27,40000,Senior Staff,1987-02-01,9999-01-01
482366,Adil,Schurmann,M,1986-02-16,70161,Senior Engineer,1995-02-16,9999-01-01
218504,Adil,Shobatake,M,1988-06-09,65027,Senior Staff,1997-06-09,9999-01-01
50838,Adil,Skogmar,F,1988-09-05,45211,Senior Staff,1993-09-05,9999-01-01
235573,Adil,Stamatiou,M,1987-11-07,62788,Senior Staff,1997-02-07,9999-01-01
19841,Adil,Straney,M,1988-02-29,49999,Staff,1996-04-12,9999-01-01
286084,Adil,Swist,F,1987-11-15,55712,Senior Staff,1994-11-15,9999-01-01
253165,Adin,Assaf,M,1988-07-21,40000,Senior Engineer,1998-08-31,9999-01-01
27319,Adin,Bashian,M,1987-12-06,53917,Senior Staff,1996-12-05,9999-01-01
437483,Adin,Callaway,F,1987-05-13,40000,Senior Staff,1995-05-13,9999-01-01
434988,Adin,Cannata,F,1985-07-22,40000,Senior Engineer,1992-08-03,9999-01-01
81553,Adin,Fortenbacher,M,1985-11-04,40000,Senior Staff,1995-04-23,9999-01-01
282630,Adin,Gimbel,M,1987-03-06,40000,Senior Engineer,1993-03-05,9999-01-01
285513,Adin,Kamber,M,1985-03-16,40000,Technique Leader,1989-10-02,9999-01-01
36537,Adin,Kawashima,M,1986-02-05,40000,Senior Engineer,1993-02-05,9999-01-01
422131,Adin,Kleiser,M,1986-08-28,44304,Engineer,1999-04-19,9999-01-01
49434,Adin,Koblitz,M,1985-07-01,40000,Senior Engineer,1993-07-01,9999-01-01
413169,Adin,Kropp,M,1988-08-05,55624,Senior Staff,1996-08-05,9999-01-01
492428,Adin,Laventhal,M,1986-07-11,73220,Senior Engineer,1998-07-10,9999-01-01
456838,Adin,Makrucki,M,1987-05-28,45731,Senior Engineer,1987-05-28,9999-01-01
59094,Adin,McDermid,M,1986-01-03,75660,Senior Engineer,1993-01-03,9999-01-01
95902,Adin,Mikschl,M,1985-04-20,81491,Senior Staff,1993-09-02,9999-01-01
74542,Adin,Naumovich,M,1988-06-20,74942,Senior Staff,1997-06-20,9999-01-01
25643,Adin,Peak,F,1988-09-04,60206,Staff,1999-06-11,9999-01-01
42424,Adin,Picco,M,1985-05-11,40000,Engineer,1998-09-16,9999-01-01
51088,Adin,Rathonyi,M,1988-06-23,59934,Senior Staff,2000-04-28,9999-01-01
457577,Adin,Rosay,M,1985-12-30,62037,Staff,1995-07-12,9999-01-01
291817,Adin,Rosca,M,1986-03-23,40000,Technique Leader,1995-09-13,9999-01-01
434704,Adin,Schaar,F,1987-12-26,40000,Senior Staff,2000-12-26,9999-01-01
456675,Adin,Sethi,F,1986-09-11,40606,Senior Staff,2001-04-26,9999-01-01
28143,Adin,Teitelbaum,M,1988-10-25,50403,Senior Staff,1993-10-25,9999-01-01
257733,Adin,Toyoshima,M,1987-07-05,57893,Senior Engineer,2000-01-06,9999-01-01
284560,Adin,Valiente,F,1986-09-15,54947,Staff,1996-05-22,9999-01-01
240927,Adit,Alvarado,F,1987-07-06,47712,Senior Engineer,1992-07-05,9999-01-01
294940,Adit,Baar,F,1988-05-03,40000,Senior Engineer,1996-01-10,9999-01-01
444004,Adit,Baig,M,1988-10-14,40083,Senior Engineer,1992-11-06,9999-01-01
258609,Adit,Birge,M,1985-09-27,40000,Senior Engineer,1993-09-27,9999-01-01
81653,Adit,Brobst,M,1985-12-20,40000,Senior Engineer,2001-04-19,9999-01-01
285326,Adit,Chenney,F,1985-11-16,47512,Staff,1998-08-02,9999-01-01
74116,Adit,Couchot,M,1986-07-25,40000,Senior Engineer,2000-07-15,9999-01-01
88707,Adit,Ermel,F,1985-03-01,40000,Senior Engineer,1992-03-01,9999-01-01
105408,Adit,Gihr,F,1987-11-06,68754,Senior Engineer,1994-11-06,9999-01-01
103537,Adit,Grospietsch,M,1985-12-05,79395,Senior Staff,1992-11-18,9999-01-01
441104,Adit,Krzyzanowski,M,1987-07-29,84982,Senior Engineer,1987-07-29,9999-01-01
258196,Adit,Lorys,F,1985-08-10,63249,Senior Staff,1985-08-10,9999-01-01
488756,Adit,Luke,F,1986-11-21,53426,Senior Staff,1999-12-19,9999-01-01
469985,Adit,Magliocco,M,1988-04-22,40000,Senior Engineer,1988-04-22,9999-01-01
231929,Adit,Muhlberg,M,1987-09-28,40000,Senior Staff,1997-03-13,9999-01-01
485704,Adit,Murtha,M,1987-07-28,53562,Senior Engineer,1997-06-07,9999-01-01
444659,Adit,Orsini,F,1986-08-26,40000,Senior Staff,1997-02-21,9999-01-01
430570,Adit,Papadias,F,1985-05-19,40000,Senior Staff,1994-05-19,9999-01-01
19268,Adit,Papastamatiou,M,1986-05-10,40000,Senior Engineer,1986-05-10,9999-01-01
248908,Adit,Peha,F,1987-10-09,45468,Engineer,1998-08-09,9999-01-01
401008,Adit,Penz,M,1987-08-07,64861,Senior Engineer,1994-08-07,9999-01-01
30418,Adit,Perl,F,1987-09-01,61205,Senior Staff,1996-08-31,9999-01-01
33838,Adit,Ranai,M,1986-12-07,58188,Staff,1998-05-25,9999-01-01
294332,Adit,Ranft,F,1987-02-17,53789,Senior Staff,1994-07-06,9999-01-01
82626,Adit,Reeken,M,1988-11-01,47175,Senior Engineer,1997-11-01,9999-01-01
86164,Adit,Rothe,F,1986-12-08,40000,Senior Staff,1998-12-13,9999-01-01
283925,Adit,Selvestrel,M,1987-05-22,40000,Senior Staff,1999-01-03,9999-01-01
207856,Adit,Terkki,F,1985-02-27,40000,Senior Staff,1990-02-27,9999-01-01
201280,Adit,Varley,F,1987-02-12,55245,Senior Engineer,1987-02-12,9999-01-01
71099,Adly,Azevdeo,F,1986-07-03,40000,Senior Engineer,1991-07-03,9999-01-01
423526,Adly,Choobineh,M,1985-11-28,67392,Senior Engineer,1997-05-14,9999-01-01
88663,Adly,Deville,M,1986-11-22,53010,Senior Engineer,1993-11-22,9999-01-01
48077,Adly,Engberts,M,1987-05-27,40000,Senior Staff,1994-05-27,9999-01-01
422566,Adly,Erva,F,1986-09-06,40299,Engineer,1995-10-24,9999-01-01
282598,Adly,Gonthier,M,1987-08-17,70715,Senior Engineer,2000-01-02,9999-01-01
498069,Adly,Jahnichen,M,1986-04-19,45757,Senior Staff,1992-04-18,9999-01-01
468106,Adly,Kambil,F,1985-12-16,79506,Technique Leader,1988-12-17,9999-01-01
279079,Adly,Koblitz,F,1986-07-11,40000,Senior Staff,2001-06-04,9999-01-01
466188,Adly,Landherr,F,1985-06-23,73740,Senior Staff,1992-06-23,9999-01-01
462282,Adly,Morton,M,1985-07-31,77346,Senior Staff,1993-07-31,9999-01-01
48701,Adly,Msuda,M,1987-05-10,64560,Senior Staff,1987-05-10,9999-01-01
440767,Adly,Narahari,F,1988-03-15,79342,Engineer,1998-01-10,9999-01-01
99788,Adly,Orsini,F,1987-10-11,40000,Senior Engineer,1993-10-10,9999-01-01
265733,Adly,Pelc,M,1986-01-11,61238,Senior Staff,1993-01-11,9999-01-01
109125,Adly,Piveteau,M,1985-09-23,72554,Staff,1998-07-21,9999-01-01
34962,Adly,Rosay,F,1987-12-02,40000,Senior Engineer,1999-10-29,9999-01-01
12504,Adly,Rosaz,F,1987-04-17,40000,Engineer,1997-08-14,9999-01-01
59227,Adly,Ruemmler,M,1986-10-29,66446,Senior Engineer,1992-10-28,9999-01-01
99014,Adly,Siprelle,M,1985-12-11,68063,Senior Staff,1991-12-11,9999-01-01
464153,Adly,Stavenow,F,1988-10-04,40000,Senior Staff,1995-10-05,9999-01-01
251451,Adly,VanScheik,F,1986-07-31,45135,Senior Engineer,1989-01-13,9999-01-01
406973,Adly,Weedon,F,1985-12-21,54574,Senior Staff,1990-12-21,9999-01-01
20708,Aemilian,Arlazarov,F,1988-07-20,63353,Senior Staff,1998-03-23,9999-01-01
247807,Aemilian,Azumi,F,1985-12-28,40000,Technique Leader,1985-12-28,9999-01-01
17146,Aemilian,Barbanera,F,1986-08-27,65674,Staff,1996-07-01,9999-01-01
202190,Aemilian,Braccini,F,1987-07-25,41116,Senior Engineer,1994-07-25,9999-01-01
417633,Aemilian,Cappelletti,M,1988-06-09,73327,Senior Staff,1994-06-09,9999-01-01
41487,Aemilian,Cummings,M,1985-09-02,58494,Senior Staff,1994-09-02,9999-01-01
99890,Aemilian,Decleir,F,1987-11-18,40930,Senior Staff,1994-11-18,9999-01-01
473776,Aemilian,Demir,M,1985-04-11,57775,Senior Staff,2001-06-02,9999-01-01
45919,Aemilian,Denti,M,1988-09-10,54551,Senior Staff,1996-09-10,9999-01-01
80456,Aemilian,Gire,M,1988-04-17,40000,Senior Engineer,1998-04-17,9999-01-01
468779,Aemilian,Guting,M,1986-07-03,79728,Senior Engineer,1992-07-02,9999-01-01
45062,Aemilian,Hammerschmidt,F,1985-08-02,65998,Senior Staff,2001-09-03,9999-01-01
478608,Aemilian,Hemaspaandra,M,1987-11-28,40000,Senior Engineer,1987-11-28,9999-01-01
251495,Aemilian,Hiltgen,M,1987-08-22,80367,Senior Staff,1993-08-21,9999-01-01
290251,Aemilian,Hoppenstand,M,1985-11-27,40000,Senior Engineer,1999-11-14,9999-01-01
422233,Aemilian,Koshino,M,1988-02-09,43699,Senior Staff,1989-08-15,9999-01-01
98825,Aemilian,Kroft,M,1988-10-14,51267,Senior Engineer,1996-10-14,9999-01-01
449263,Aemilian,Leaver,F,1988-11-13,70490,Senior Staff,1993-06-11,9999-01-01
425806,Aemilian,Limongiello,M,1986-05-31,40000,Staff,1997-02-19,9999-01-01
479595,Aemilian,Litzler,M,1988-07-10,52780,Staff,1998-04-10,9999-01-01
93730,Aemilian,Noriega,M,1987-12-08,57937,Senior Staff,1993-12-07,9999-01-01
265124,Aemilian,Panienski,F,1985-05-03,45708,Senior Staff,1997-06-24,9999-01-01
58388,Aemilian,Parveen,F,1986-06-18,40000,Senior Engineer,1994-12-25,9999-01-01
98973,Aemilian,Quittner,F,1986-01-05,51554,Senior Engineer,1991-01-05,9999-01-01
83123,Aemilian,Randt,F,1986-02-18,67005,Staff,1997-09-01,9999-01-01
463155,Aemilian,Sabnani,F,1985-04-26,40000,Senior Engineer,1985-04-26,9999-01-01
284752,Aemilian,Schaad,F,1987-10-09,47290,Senior Staff,1993-10-08,9999-01-01
200785,Aemilian,Schlenzig,F,1988-07-03,54217,Staff,1997-10-25,9999-01-01
23455,Aemilian,Sethi,F,1987-11-06,44109,Senior Staff,1999-11-10,9999-01-01
424900,Aemilian,Siksek,M,1986-08-23,42396,Engineer,1997-11-14,9999-01-01
75347,Aemilian,Simmen,M,1985-08-15,40000,Engineer,2002-01-25,9999-01-01
295249,Aemilian,Stentiford,M,1986-12-09,40000,Senior Staff,1998-08-21,9999-01-01
61149,Aemilian,Stranks,M,1987-02-01,46357,Senior Staff,1987-02-01,9999-01-01
421032,Aemilian,Trachtenberg,M,1985-04-11,45050,Senior Staff,1994-04-11,9999-01-01
463449,Aemilian,Varman,F,1988-10-06,40000,Senior Engineer,1996-10-06,9999-01-01
236038,Aiichiro,Alpin,M,1986-03-03,40000,Senior Engineer,1995-10-08,9999-01-01
217986,Aiichiro,Auria,F,1987-06-24,41943,Senior Engineer,1994-07-28,9999-01-01
215620,Aiichiro,Baik,M,1985-03-25,40000,Senior Engineer,1993-08-02,9999-01-01
219406,Aiichiro,Beerel,M,1986-10-24,51707,Senior Engineer,1992-10-23,9999-01-01
85988,Aiichiro,Brlek,M,1985-06-06,79173,Senior Staff,1996-12-12,9999-01-01
222935,Aiichiro,Chiola,F,1985-02-05,40000,Senior Engineer,1997-10-23,9999-01-01
226313,Aiichiro,Christ,M,1985-05-28,44417,Senior Staff,2001-04-06,9999-01-01
418329,Aiichiro,Eiron,F,1987-11-04,56888,Senior Staff,1993-04-23,9999-01-01
58102,Aiichiro,Erni,M,1985-03-19,40000,Technique Leader,1999-09-16,9999-01-01
279111,Aiichiro,Herath,F,1988-07-20,40000,Senior Engineer,1988-07-20,9999-01-01
411041,Aiichiro,Joslin,F,1985-06-04,47851,Engineer,1998-05-01,9999-01-01
73375,Aiichiro,Kragelund,M,1985-09-30,55932,Staff,2000-01-15,9999-01-01
278486,Aiichiro,Maraist,M,1985-06-19,71759,Senior Staff,1990-06-19,9999-01-01
207295,Aiichiro,Motley,M,1987-11-07,40000,Assistant Engineer,1998-01-19,9999-01-01
97938,Aiichiro,Plavsic,F,1986-03-27,69134,Senior Staff,1992-03-26,9999-01-01
249729,Aiichiro,Redmiles,M,1985-07-26,40000,Senior Engineer,1991-07-26,9999-01-01
418110,Aiichiro,Roohalamini,M,1987-11-23,46094,Senior Engineer,2001-11-23,9999-01-01
288588,Aiichiro,Toyoshima,F,1988-01-02,57588,Senior Engineer,1998-04-12,9999-01-01
79110,Aiichiro,Vecchi,M,1987-07-15,71332,Engineer,1998-07-28,9999-01-01
46853,Aiichiro,Walston,M,1988-07-17,64802,Senior Staff,1997-07-17,9999-01-01
451799,Aiman,Anick,M,1987-04-29,52888,Senior Engineer,1994-04-29,9999-01-01
54473,Aiman,Benaini,M,1987-10-14,40000,Senior Staff,1993-10-13,9999-01-01
81468,Aiman,Bodoff,F,1987-05-16,40000,Senior Engineer,1995-05-16,9999-01-01
465657,Aiman,Garigliano,M,1988-01-30,40000,Senior Engineer,1997-01-29,9999-01-01
62236,Aiman,Georg,F,1987-04-06,40000,Senior Engineer,2000-11-06,9999-01-01
213180,Aiman,Heuser,M,1986-09-02,46415,Senior Engineer,1993-09-02,9999-01-01
77181,Aiman,Irland,F,1985-05-10,40000,Senior Engineer,1997-08-04,9999-01-01
414566,Aiman,Khalil,F,1987-04-02,44459,Senior Staff,1987-04-02,9999-01-01
23784,Aiman,Merli,F,1988-01-18,40000,Technique Leader,1998-04-11,9999-01-01
75066,Aiman,Mungall,M,1985-05-21,43279,Senior Staff,1989-09-02,9999-01-01
202890,Aiman,Nicolson,M,1987-06-13,40000,Technique Leader,1993-03-06,9999-01-01
89354,Aiman,Schicker,F,1987-01-04,62703,Senior Staff,1993-01-03,9999-01-01
423323,Aiman,Ventosa,M,1988-06-02,40000,Technique Leader,1998-09-05,9999-01-01
484188,Aimee,Aloisi,M,1988-05-30,40000,Senior Staff,1993-05-30,9999-01-01
475687,Aimee,Anandan,M,1986-09-03,81378,Senior Engineer,1995-09-03,9999-01-01
460229,Aimee,Avouris,M,1986-09-18,74597,Senior Staff,1994-09-18,9999-01-01
474921,Aimee,Baak,F,1988-02-10,46090,Senior Staff,1989-09-02,9999-01-01
467060,Aimee,Baik,M,1988-07-08,40000,Senior Staff,1991-10-07,9999-01-01
13546,Aimee,Brookner,F,1988-10-26,50295,Senior Engineer,1997-10-26,9999-01-01
428299,Aimee,Detkin,M,1988-02-25,48412,Senior Engineer,1997-02-24,9999-01-01
240241,Aimee,Ginesta,F,1988-08-02,56169,Senior Engineer,1997-08-02,9999-01-01
241965,Aimee,Kornatzky,F,1987-12-30,93324,Senior Staff,1994-12-30,9999-01-01
433665,Aimee,Kusalik,F,1985-03-23,87168,Staff,1999-08-29,9999-01-01
450468,Aimee,Lakshmanan,M,1988-12-01,48849,Engineer,1996-12-01,9999-01-01
458252,Aimee,Lorys,F,1988-10-22,40000,Staff,1996-03-22,9999-01-01
439216,Aimee,Mateescu,M,1985-11-10,40000,Senior Engineer,1990-11-10,9999-01-01
101440,Aimee,McAffer,M,1985-10-07,64583,Senior Staff,1995-12-01,9999-01-01
247220,Aimee,Miyakawa,F,1986-04-05,72579,Staff,1998-12-18,9999-01-01
47050,Aimee,Nyrup,M,1987-02-06,40000,Staff,1997-11-03,9999-01-01
65316,Aimee,Papastamatiou,M,1988-03-14,40000,Senior Engineer,1990-04-05,9999-01-01
11268,Aimee,Petersohn,F,1985-05-17,40000,Senior Engineer,1995-10-25,9999-01-01
92417,Aimee,Pollacia,F,1986-11-09,59453,Senior Staff,1995-09-11,9999-01-01
488271,Aimee,Rahier,M,1985-03-19,40646,Technique Leader,1989-01-09,9999-01-01
78373,Aimee,Schlumberger,F,1986-08-16,40000,Senior Engineer,1994-08-16,9999-01-01
280169,Aimee,Sherertz,M,1985-05-30,43251,Senior Engineer,1991-05-30,9999-01-01
417450,Aimee,Shinomoto,F,1987-04-30,40000,Senior Staff,1994-04-30,9999-01-01
299575,Aimee,Spinelli,M,1986-03-14,49054,Senior Engineer,1995-05-23,9999-01-01
103987,Aimee,Uhrik,F,1987-09-06,69354,Senior Engineer,1995-09-06,9999-01-01
452608,Aimee,Yeung,M,1988-09-20,49434,Senior Engineer,1999-05-01,9999-01-01
20586,Akeel,Clouatre,F,1988-03-07,67653,Senior Engineer,1995-03-08,9999-01-01
66516,Akeel,Crouzet,M,1988-04-25,40000,Senior Staff,1995-04-26,9999-01-01
459463,Akeel,Denis,M,1987-03-27,75583,Senior Staff,1987-03-27,9999-01-01
218713,Akeel,Glowinski,M,1986-08-17,75289,Senior Engineer,1994-08-17,9999-01-01
269948,Akeel,Gopalakrishnan,F,1986-10-16,54708,Technique Leader,1986-10-16,9999-01-01
427114,Akeel,Gustavson,F,1985-05-24,40000,Senior Staff,2001-06-16,9999-01-01
251272,Akeel,Heuser,F,1988-06-30,40000,Engineer,1997-09-07,9999-01-01
38156,Akeel,Honglei,M,1986-09-26,40000,Senior Staff,1995-09-26,9999-01-01
25537,Akeel,Ibel,F,1986-06-02,103268,Senior Staff,1995-07-05,9999-01-01
281586,Akeel,Jiang,F,1986-09-11,40000,Engineer,1999-02-19,9999-01-01
98436,Akeel,Khalid,M,1985-05-15,40000,Senior Engineer,1991-05-15,9999-01-01
54942,Akeel,Kusakari,M,1987-11-13,40000,Senior Staff,1993-11-12,9999-01-01
469975,Akeel,Kusalik,M,1985-11-29,49102,Engineer,1999-10-23,9999-01-01
479496,Akeel,Lenart,M,1987-12-07,71057,Senior Staff,1994-12-07,9999-01-01
283110,Akeel,Leuchs,M,1988-11-07,55065,Senior Engineer,1993-07-29,9999-01-01
49918,Akeel,Maksimenko,M,1985-07-25,40000,Senior Engineer,1991-07-25,9999-01-01
